time,ax,ay,az,gx,gy,gz,mx,my,mz
49.00,-0.64,1.98,-10.03,0.00,-0.01,-0.01,-29.17,-31.38,44.50
100.00,-0.61,1.99,-10.02,0.00,-0.01,-0.01,-29.17,-31.38,44.50
150.00,-0.62,2.00,-10.03,0.00,-0.01,-0.01,-30.22,-31.38,45.18
200.00,-0.62,1.99,-10.00,0.00,-0.01,-0.01,-30.22,-31.38,45.18
250.00,-0.63,2.00,-10.02,-0.00,-0.01,-0.01,-30.22,-31.38,45.18
301.00,-0.62,1.98,-10.04,-0.00,-0.01,-0.01,-29.52,-32.44,43.82
351.00,-0.61,1.98,-10.02,-0.00,-0.01,-0.01,-29.52,-32.44,43.82
401.00,-0.62,2.01,-10.03,0.00,-0.01,-0.01,-29.34,-31.91,45.35
452.00,-0.62,1.98,-10.00,-0.00,-0.01,-0.01,-29.34,-31.91,45.35
502.00,-0.63,1.99,-10.02,0.00,-0.01,-0.01,-29.34,-31.91,45.35
552.00,-0.62,1.99,-10.00,-0.00,-0.01,-0.01,-28.64,-30.85,43.99
602.00,-0.63,1.99,-10.00,0.00,-0.01,-0.01,-28.64,-30.85,43.99
653.00,-2.13,3.57,-10.67,1.93,0.23,-0.91,-30.05,-30.50,46.03
703.00,-0.02,-0.66,-9.61,4.35,0.98,-0.62,-30.05,-30.50,46.03
754.00,2.46,-6.88,-12.23,2.89,1.78,0.80,-30.05,-30.50,46.03
804.00,-0.59,-0.31,-15.28,1.46,-1.02,1.06,-23.37,-0.18,47.39
854.00,0.60,-5.94,-6.85,4.32,-2.73,-1.32,-23.37,-0.18,47.39
904.00,-1.59,-11.40,-4.37,3.35,-2.45,0.08,-33.03,15.16,37.37
955.00,-2.18,-4.68,-6.34,1.11,-1.68,1.52,-33.03,15.16,37.37
1005.00,-2.96,-5.16,-5.05,1.98,-2.01,0.25,-33.03,15.16,37.37
1055.00,-3.55,-8.89,-1.84,2.26,-2.00,0.14,-42.70,20.63,27.35
1106.00,-2.40,-8.24,-0.73,1.71,-1.51,0.70,-42.70,20.63,27.35
1156.00,-4.80,-9.71,-0.05,1.19,-0.92,0.51,-48.14,23.27,14.27
1207.00,-5.99,-6.56,-3.92,-4.38,-0.72,0.35,-48.14,23.27,14.27
1257.00,-4.32,-8.68,-1.59,-1.64,-0.88,0.27,-48.14,23.27,14.27
1307.00,-5.22,-6.01,-5.22,-2.92,-1.00,0.10,-51.66,15.16,20.72
1358.00,-5.60,-4.57,-3.71,-2.25,-1.06,-0.33,-51.66,15.16,20.72
1408.00,-5.53,-5.07,-3.82,-1.52,-0.01,-1.81,-53.24,10.75,26.67
1459.00,-2.13,-10.97,-6.81,-1.07,1.21,-1.03,-53.24,10.75,26.67
1509.00,-3.72,-3.17,-8.10,1.58,-0.53,-0.35,-53.24,10.75,26.67
1560.00,-3.27,-7.53,-6.33,2.58,-1.24,-1.05,-49.02,12.52,27.35
1610.00,-4.28,-7.30,-3.02,2.98,-1.89,-0.65,-49.02,12.52,27.35
1661.00,-3.80,-8.21,-0.33,3.15,-2.08,-0.88,-49.02,23.45,9.68
1711.00,-2.95,-12.09,3.01,1.93,-1.20,-0.58,-49.02,23.45,9.68
1762.00,-3.07,-10.21,0.44,0.47,-0.68,0.35,-49.02,23.45,9.68
1812.00,-4.21,-8.63,-0.65,1.06,-0.97,0.46,-47.97,25.56,-2.89
1862.00,-3.70,-8.38,1.45,2.56,-1.54,0.59,-47.97,25.56,-2.89
1913.00,-4.46,-7.13,5.38,1.61,-1.17,0.83,-48.50,19.75,-14.27
1963.00,-4.96,-6.05,5.74,0.91,0.04,0.66,-48.50,19.75,-14.27
2013.00,-3.39,-4.58,1.20,-0.66,0.54,-0.11,-48.50,19.75,-14.27
2064.00,-3.71,-7.63,1.78,-0.24,-0.10,-0.36,-50.08,17.10,-14.44
2114.00,-4.77,-9.90,3.35,-0.01,-0.04,0.55,-50.08,17.10,-14.44
2165.00,-5.88,-8.41,2.53,-0.30,0.31,0.88,-51.13,15.34,-16.14
2215.00,-6.73,-8.79,3.13,-0.19,-0.10,0.17,-51.13,15.34,-16.14
2265.00,-6.32,-9.20,3.70,-0.40,-0.05,0.13,-51.13,15.34,-16.14
2316.00,-5.08,-6.34,3.77,0.31,-0.39,0.31,-52.36,14.10,-14.61
2366.00,-4.75,-6.98,3.40,-0.46,-0.53,0.29,-52.36,14.10,-14.61
2417.00,-6.47,-7.50,3.81,-0.67,-0.20,0.84,-52.54,11.81,-15.46
2467.00,-5.69,-5.75,1.84,-0.81,-0.54,0.40,-52.54,11.81,-15.46
2518.00,-5.49,-8.74,4.18,0.21,-0.20,0.05,-52.54,11.81,-15.46
2568.00,-5.91,-7.96,3.71,0.26,-0.27,-0.08,-52.19,13.93,-16.48
2619.00,-6.58,-8.29,3.91,0.07,-0.21,0.45,-52.19,13.93,-16.48
2669.00,-5.00,-5.58,6.25,1.59,-0.82,0.67,-53.42,9.52,-18.00
2720.00,-5.06,-5.79,6.54,1.19,-0.30,0.26,-53.42,9.52,-18.00
2770.00,-5.08,-5.27,4.83,0.35,0.11,-0.06,-53.59,5.47,-20.89
2821.00,-4.56,-5.38,5.18,1.25,0.20,-0.07,-53.59,5.47,-20.89
2871.00,-5.01,-5.23,4.51,0.34,0.55,0.04,-53.59,5.47,-20.89
2922.00,-6.19,-3.91,3.65,0.72,0.40,0.24,-54.47,2.12,-20.38
2972.00,-5.44,-5.18,5.39,0.80,0.34,-0.09,-54.47,2.12,-20.38
3023.00,-7.12,-5.67,4.80,0.85,0.60,0.07,-54.47,2.12,-20.38
3073.00,-5.99,-4.76,5.39,2.97,-0.44,0.27,-56.58,-1.41,-19.02
3124.00,-7.04,-4.13,7.57,3.85,-0.26,0.86,-56.58,-1.41,-19.02
3174.00,-7.19,-0.73,7.60,0.18,0.60,0.85,-56.93,-14.46,-22.42
3225.00,-7.18,-1.32,5.26,-0.82,0.80,-0.05,-56.93,-14.46,-22.42
3275.00,-7.05,-3.77,5.82,-0.99,0.60,-0.18,-58.86,-12.87,-19.53
3326.00,-6.89,-3.07,4.74,-1.11,0.52,0.07,-58.86,-12.87,-19.53
3377.00,-6.62,-3.02,2.80,-1.49,0.49,-0.05,-58.86,-12.87,-19.53
3427.00,-7.24,-4.28,1.67,-1.31,0.02,0.06,-61.15,-11.28,-15.63
3478.00,-3.69,-6.14,8.13,-1.22,-0.23,0.14,-61.15,-11.28,-15.63
