time,ax,ay,az,gx,gy,gz,mx,my,mz
50.00,0.45,0.04,-10.19,-0.00,0.00,0.00,-26.01,-21.51,46.20
101.00,0.44,0.01,-10.19,-0.00,0.00,0.00,-27.76,-21.86,45.18
152.00,0.43,0.03,-10.18,-0.00,0.00,0.00,-27.76,-21.86,45.18
204.00,0.43,0.03,-10.20,-0.00,0.00,0.00,-26.36,-21.51,44.50
255.00,0.45,0.02,-10.20,-0.00,0.00,0.00,-26.36,-21.51,44.50
306.00,0.46,0.03,-10.21,-0.00,-0.00,0.00,-26.36,-21.51,44.50
357.00,0.44,0.03,-10.21,-0.00,-0.00,0.00,-26.88,-20.98,45.69
409.00,0.42,0.04,-10.19,-0.00,-0.00,0.00,-26.88,-20.98,45.69
460.00,0.44,0.02,-10.20,-0.00,-0.00,0.00,-27.24,-21.33,46.71
511.00,0.44,0.02,-10.17,-0.00,0.00,0.00,-27.24,-21.33,46.71
562.00,0.43,0.02,-10.18,-0.00,0.00,0.00,-27.24,-21.33,46.71
614.00,0.44,0.03,-10.18,-0.00,0.00,0.00,-26.71,-21.51,45.52
665.00,0.45,0.01,-10.18,-0.00,0.00,0.00,-26.71,-21.51,45.52
716.00,0.43,0.02,-10.19,0.00,-0.00,0.00,-26.01,-22.21,45.86
768.00,0.45,0.01,-10.19,-0.00,0.00,0.00,-26.01,-22.21,45.86
819.00,0.44,0.02,-10.19,-0.00,0.00,0.00,-26.01,-22.21,45.86
870.00,0.44,0.01,-10.16,0.00,0.00,0.00,-27.59,-22.04,45.69
922.00,0.43,0.04,-10.16,-0.00,0.00,0.00,-27.59,-22.04,45.69
973.00,0.42,-0.01,-10.19,0.00,-0.00,0.00,-26.71,-21.51,45.86
1025.00,0.45,0.04,-10.16,-0.00,-0.00,0.00,-26.71,-21.51,45.86
1076.00,0.44,0.01,-10.20,-0.00,-0.00,0.00,-26.71,-21.16,46.88
1127.00,0.43,0.01,-10.20,-0.00,0.00,0.00,-26.71,-21.16,46.88
1179.00,0.45,0.04,-10.19,-0.00,-0.00,0.00,-26.71,-21.16,46.88
1230.00,0.45,0.03,-10.19,-0.00,-0.00,0.00,-27.41,-22.57,44.50
1281.00,0.43,0.02,-10.14,-0.00,0.00,0.00,-27.41,-22.57,44.50
1333.00,0.42,-0.01,-10.14,0.00,-0.00,0.00,-26.18,-22.74,46.03
1384.00,0.46,0.01,-10.20,0.00,0.00,0.00,-26.18,-22.74,46.03
1436.00,0.45,0.03,-10.21,-0.00,0.00,0.00,-26.18,-22.74,46.03
1487.00,0.43,-0.01,-10.15,0.00,0.00,0.00,-26.01,-21.16,46.20
1538.00,0.43,-0.02,-10.12,0.00,-0.00,0.00,-26.01,-21.16,46.20
