time,ax,ay,az,gx,gy,gz,mx,my,mz
51.00,0.19,0.19,-10.21,-0.00,0.00,0.00,-30.05,-20.27,46.71
103.00,0.18,0.19,-10.18,-0.00,-0.00,0.00,-30.05,-20.27,46.71
339.00,0.30,0.43,-10.38,-0.02,-0.00,0.47,-29.69,-20.27,47.05
391.00,0.02,0.30,-10.21,-0.01,0.00,0.49,-31.10,-19.92,46.03
444.00,0.14,0.29,-10.19,-0.00,0.00,0.14,-31.10,-19.92,46.03
496.00,0.24,0.03,-10.19,0.00,0.00,0.15,-31.10,-19.92,46.03
548.00,0.19,0.17,-10.18,-0.00,-0.00,0.02,-30.40,-21.33,46.71
601.00,1.79,-0.87,-10.32,0.01,-0.01,0.04,-30.40,-21.33,46.71
653.00,0.33,0.07,-10.15,-0.02,-0.00,1.89,-28.64,-21.68,45.69
706.00,-0.13,0.64,-10.16,-0.10,-0.05,2.28,-28.64,-21.68,45.69
758.00,-0.53,1.26,-10.23,0.04,0.04,0.58,-27.24,-22.74,45.69
811.00,0.73,-0.63,-10.19,0.01,-0.00,-0.59,-27.24,-22.74,45.69
863.00,-0.01,0.54,-10.28,-0.07,-0.05,0.12,-27.24,-22.74,45.69
915.00,0.14,-0.06,-10.06,-0.01,-0.03,-0.18,-29.34,-21.68,46.71
968.00,0.24,0.16,-10.25,0.01,0.01,0.01,-29.34,-21.68,46.71
1020.00,0.20,0.11,-10.20,0.00,0.00,-0.00,-28.64,-24.86,47.39
1072.00,0.18,0.13,-10.17,-0.00,0.00,0.00,-28.64,-24.86,47.39
1125.00,0.20,0.13,-10.19,0.00,0.00,0.00,-28.64,-24.86,47.39
1177.00,0.18,0.14,-10.23,-0.00,-0.00,0.00,-26.71,-22.57,46.20
1230.00,0.18,0.12,-10.21,-0.00,-0.00,0.00,-26.71,-22.57,46.20
1282.00,0.18,0.14,-10.18,-0.00,-0.00,0.00,-27.59,-22.39,46.03
1508.00,0.18,0.06,-10.20,-0.00,0.00,0.00,-27.94,-22.04,46.03
1560.00,0.21,0.18,-10.16,-0.00,-0.00,0.00,-27.94,-22.04,46.03
1613.00,0.23,0.18,-10.20,-0.00,0.00,-0.00,-27.94,-22.04,46.03
1665.00,0.18,0.10,-10.23,-0.00,-0.00,0.00,-27.76,-21.86,45.52
1718.00,0.12,0.15,-9.98,-0.00,0.00,-0.00,-27.76,-21.86,45.52
1770.00,0.16,0.23,-10.11,-0.00,-0.00,0.00,-27.76,-22.57,45.52
1823.00,0.19,0.11,-10.27,-0.00,0.00,-0.00,-27.76,-22.57,45.52
1875.00,0.17,0.12,-10.12,-0.00,-0.00,0.00,-29.69,-22.74,45.35
1928.00,0.21,0.15,-10.19,0.00,0.00,-0.00,-29.69,-22.74,45.35
1980.00,0.18,0.13,-10.21,-0.00,-0.00,0.00,-29.69,-22.74,45.35
2033.00,0.18,0.16,-10.19,-0.00,0.00,0.00,-27.76,-23.62,45.86
2085.00,0.19,0.13,-10.17,-0.00,-0.00,0.00,-27.76,-23.62,45.86
2138.00,0.18,0.16,-10.22,0.00,0.00,0.00,-27.76,-22.57,44.16
2190.00,0.20,0.14,-10.19,-0.00,0.00,0.00,-27.76,-22.57,44.16
2243.00,0.17,0.15,-10.19,-0.00,0.00,0.00,-27.76,-22.57,44.16
2295.00,0.19,0.14,-10.20,-0.00,0.00,0.00,-27.76,-24.68,45.86
2348.00,0.19,0.15,-10.21,-0.00,0.00,0.00,-27.76,-24.68,45.86
2400.00,0.20,0.13,-10.22,-0.00,0.00,0.00,-27.76,-24.68,45.86
